XYDATA,128_03,32_01,32_02,32_03,64_01,64_02,64_03,128_01,128_02,4_02,4_03,8_01,8_02,8_03,16_01,16_02,16_03,0.2_03,1_01,1_02,1_03,2_01,2_02,2_03,4_01,0.2_02,0.2_01,0.1_03,0.1_02,0.1_01
2405.1099,542.239,504.487,506.525,505.627,517.424,519.54,523.356,537.499,540.718,495.383,499.862,498.185,498.797,497.042,503.446,503.754,502.621,494.383,497.813,496.652,498.4,496.382,496.87,496.58,499.765,499.711,495.025,499.951,495.643,497.136
2406.1099,534.032,503.393,505.403,505.029,513.769,514.799,516.513,533.286,534.521,494.6,496.787,498.63,497.383,497.946,502.686,504.772,501.801,495.112,498.181,495.221,498.395,498.018,497.283,496.698,498.953,499.551,495.283,498.328,495.156,496.455
2407.1099,532.66,504.773,506.541,509.167,515.34,515.009,512.997,535.922,533.139,496.358,494.636,498.818,498.856,499.39,502.082,505.395,501.856,497.595,495.836,495.805,497.67,498.544,498.06,497.602,499.592,497.373,496.621,496.637,496.849,497.005
2408.1099,535.893,507.427,507.784,512.827,518.442,516.285,514.73,540.283,536.665,497.727,494.958,499.147,500.278,501.042,502.099,503.998,502.015,499.34,494.302,496.737,496.67,498.422,497.646,497.997,499.022,496.608,497.782,494.951,498.296,496.663
2409.1099,540.372,509.73,507.759,513.38,520.17,516.675,520.258,542.322,542.346,497.524,497.49,499.702,500.215,502.203,502.815,500.359,501.936,498.928,495.353,496.89,495.696,498.128,496.023,497.439,496.66,498.211,497.836,493.528,498.173,495.029
2410.1099,541.882,509.643,506.614,512.915,519.598,518.07,523.122,540.669,543.499,497.695,499.182,500.041,500.023,501.616,503.721,497.896,502.089,496.841,497.601,496.276,494.767,497.999,495.672,496.934,495.483,498.897,496.526,492.973,497.228,494.68
2411.1099,538.96,506.813,504.609,512.594,517.237,520.965,520.676,536.151,537.985,498.886,498.622,499.891,500.528,499.324,504.358,498.902,502.529,494.192,499.418,495.321,494.277,498.088,497.526,496.883,496.794,497.109,494.528,493.43,496.075,496.47
2412.1099,535.52,504.168,501.969,511.044,515.994,522.557,518.359,533.319,532.965,498.756,497.992,499.387,501.066,497.939,504.47,501.088,502.387,492.974,499.249,495.05,495.382,497.928,499.165,496.3,498.119,495.286,494.169,494.103,494.733,497.482
2413.1099,534.583,504.112,499.465,508.201,517.39,521.003,519.5,534.522,532.966,496.212,498.624,498.784,501.042,498.87,503.928,502.085,501.509,494.079,496.741,496.045,498.267,497.347,499.036,494.839,497.779,495.307,496.324,494.692,493.522,496.237
2414.1099,535.71,506.993,499.148,507.695,519.132,517.548,520.454,536.05,534.01,493.827,498.961,498.497,500.391,500.075,502.85,502.008,501.631,495.633,494.308,497.705,500.675,496.995,498.466,493.988,496.922,496.712,498.074,496.28,493.621,495.56
2415.1099,537.842,511.644,502.183,511.131,519.205,513.839,518.68,535.201,532.9,493.77,498.012,498.807,499.226,500.105,501.582,501.591,503.679,496.256,494.061,499.192,500.929,497.266,498.614,494.831,496.604,498.484,497.344,499.186,495.542,497.33
2416.1099,539.552,513.442,506.724,512.948,517.915,511.435,517.524,534.523,532.013,495.623,497.52,499.543,497.94,500.566,501.002,501.899,505.548,497.068,496.156,499.469,499.943,497.498,499.014,496.592,496.49,498.966,495.954,501.022,497.571,499.033
2417.1099,539.854,509.572,510.493,509.023,516.159,511.378,519.54,536.267,533.58,498.302,498.798,500.35,496.874,502.478,501.639,503.618,505.317,498.89,499.785,497.992,498.724,497.186,499.044,498.239,496.393,497.2,495.641,500,498.206,498.45
2418.1099,539.505,505.529,511.518,504.541,515.492,512.963,521.01,538.474,535.965,499.991,499.995,500.508,496.014,503.025,502.491,504.985,503.539,500.001,501.994,496.029,497.037,496.997,498.515,498.999,497.462,495.027,495.51,498.027,498.005,497.02
2419.1099,539.355,506.459,508.915,504.879,516.909,515.023,518.621,538.867,537.1,499.234,499.317,499.567,495.38,500.082,502.482,503.957,501.396,498.872,500.434,494.958,494.776,497.472,497.581,498.519,500.305,494.314,494.643,497.305,497.726,496.426
2420.1099,539.054,508.479,506.102,507.774,518.451,516.017,516.477,537.649,536.613,496.748,498.065,498.545,495.444,497.952,501.605,501.85,500.469,497.102,497.239,494.956,493.499,497.558,497.43,497.995,502.027,494.484,494.425,497.904,497.088,496.059
2421.1099,538.13,506.792,506.485,509.594,518.043,514.884,519.064,535.8,534.848,493.946,497.931,498.573,496.562,500.957,500.259,501.004,501.794,496.637,495.261,495.804,494.643,496.3,498.993,498.531,499.807,494.524,496.24,499.084,495.806,495.067
2422.1099,537.109,504.156,507.554,510.012,517.047,513.542,522.741,534.933,533.526,492.873,498.441,499.362,497.866,504.791,499.488,501.351,503.033,496.964,494.929,496.869,496.749,495.435,500.456,498.658,495.969,494.487,498.333,498.816,494.987,494.459
2423.1099,536.683,504.827,505.885,509.759,517.438,514.328,522.337,536.335,534.323,495.12,498.559,500.197,498.331,503.606,500.296,501.776,501.507,496.986,495.838,497.441,497.782,496.905,499.623,496.638,493.999,494.763,498.418,495.47,495.726,495.493
2424.1099,536.555,507.161,504.316,509.496,518.063,516.189,519.509,537.949,535.833,498.148,498.14,500.537,498.427,499.34,502.099,502.229,499.221,496.944,497.226,497.182,497.966,498.507,497.438,494.255,494.243,495.687,497.235,492.544,496.212,497.215
2425.1099,536.166,507.732,507.2,509.711,516.953,517.009,518.075,537.077,535.863,498.391,497.373,500.076,499.018,496.543,503.748,503.18,499.478,497.423,498.256,496.014,498.148,497.065,495.847,494.183,495.803,497.386,496.451,494.531,494.098,498.028
2426.1099,535.925,507.077,511.758,509.708,515.238,516.683,518.016,536.129,535.389,496.834,496.334,499.817,499.536,496.532,504.516,504.013,501.491,497.663,498.563,494.721,497.226,494.399,495.119,495.341,497.609,498.543,495.81,498.141,491.646,498.026
2427.1099,536.506,507.321,512.48,508.422,515.218,515.994,517.691,539.077,536.518,496.298,495.136,501.114,498.957,498.93,503.96,503.467,502.764,496.495,498.038,494.348,493.664,494.198,494.807,495.223,498.582,497.474,494.355,497.275,492.735,497.994
2428.1099,536.823,508.005,509.653,506.508,516.555,515.256,517.099,541.997,537.984,496.836,494.716,502.797,498.331,501.59,502.525,501.996,502.725,494.821,496.932,494.522,490.494,495.686,495.135,494.472,498.351,495.417,493.049,493.723,496.082,497.756
2429.1099,535.046,507.424,506.633,505.488,517.505,514.511,517.075,537.495,536.968,497.052,496.248,502.503,499.622,501.668,501.127,501.353,501.949,494.498,495.722,494.207,492.716,495.892,496.597,495.232,497.005,495.009,493.769,493.178,497.836,496.712
2430.1099,532.245,506.193,504.845,505.683,517.124,513.785,517.437,529.32,534.547,496.693,498.271,500.421,501.923,499.723,500.45,501.394,501.876,495.02,495.244,493.84,498.303,495.317,498.472,496.521,495.407,496.094,496.555,495.335,497.905,495.6
2431.1099,531.299,506.333,504.385,506.613,515.117,513.124,517.38,527.91,534.13,496.266,497.845,498.383,502.549,498.44,500.966,500.213,504.292,494.475,496.442,494.704,500.915,496.556,499.301,495.551,494.85,496.76,500.176,496.169,498.523,495.902
2432.1099,533.454,507.813,504.995,507.665,512.873,513.066,516.809,533.147,535.33,496.247,496.081,497.443,500.837,498.616,502.338,498.25,507.704,493.44,498.44,495.968,499.354,498.924,498.674,493.554,495.494,496.617,502.564,495.728,499.288,496.935
2433.1099,538.489,509.024,506.162,508.153,512.931,514.442,516.175,536.885,534.928,497.022,497.027,497.978,497.752,499.54,503.618,498.573,508.262,494.3,499.041,495.295,496.444,499.305,497.051,494.684,496.616,496.457,501.214,497.089,497.878,496.453
2434.1099,542.982,509.049,507.428,507.68,514.838,516.456,515.5,536.493,532.636,497.963,500.129,499.394,495.009,500.387,504.148,501.294,506.038,496.464,498.071,493.165,494.321,497.492,495.79,498.5,497.64,496.698,497.399,499.603,495.163,494.845
2435.1099,540.95,507.688,508.399,506.142,515.496,516.922,514.451,534.597,530.896,497.584,500.717,500.268,494.868,500.302,503.588,502.503,504.653,496.708,497.188,492.581,494.333,495.946,496.933,500.411,498.167,497.368,495.714,499.287,494.844,494.853
2436.1099,535.022,506.068,508.727,504.214,514.962,516.382,514.013,534.394,531.555,496.259,498.427,500.195,496.977,499.416,502.423,501.096,505.296,495.006,497.007,494.237,496.073,495.901,499.508,499.007,498.144,498.188,496.888,495.886,497.223,496.834
2437.1099,536.824,506.625,508.13,503.364,516.666,518.245,516.499,539.323,535.639,496.336,497.564,499.897,498.243,498.896,501.976,500.713,506.425,494.786,496.96,496.264,497.333,497.144,499.401,496.438,497.883,498.573,497.457,493.213,498.909,498.53
2438.1099,546.324,509.103,506.981,504.077,520.376,521.898,520.802,547.03,541.213,498.251,498.866,500.005,497.931,499.011,502.399,502.784,506.857,496.65,496.724,497.247,497.278,498.54,496.343,494.619,497.618,498.336,496.425,493.107,498.428,498.829
2439.1099,548.586,509.851,506.447,505.559,521.146,521.62,521.545,548.041,542.78,499.946,498.396,500.946,498.395,498.866,502.349,504.009,506.042,497.496,496.363,496.517,496.885,497.934,495.001,494.918,497.467,497.795,496.115,494.688,496.933,498.216
2440.1099,539.69,507.856,506.665,506.834,517.93,516.771,517.892,540.393,539.179,500.024,495.511,501.99,500.055,498.384,501.605,502.664,504.205,496.303,496.045,494.815,496.684,495.178,496.956,496.987,497.599,497.254,497.281,496.691,495.521,497.488
2441.1099,533.1,506.258,506.212,506.793,515.776,514.537,515.98,533.689,535.888,498.298,494.775,500.767,500.245,498.779,501.711,501.446,502.638,495.409,496.051,494.843,496.378,493.145,498.844,498.048,498.271,496.942,498.089,497.549,494.959,497.734
2442.1099,535.019,506.574,504.869,505.636,517.057,517.652,518.164,533.012,535.943,495.631,497.407,497.225,498.221,500.117,502.981,501.996,501.928,495.829,496.37,497.184,495.855,493.528,498.604,497.229,499.609,496.806,497.496,496.79,495.058,498.986
2443.1099,536.963,507.004,504.671,505.789,518.769,520.223,519.425,534.19,537.32,494.503,498.246,495.469,496.923,500.336,503.414,501.869,501.318,495.878,496.478,498.554,495.422,495.602,497.074,497.228,501.494,496.327,496.152,495.836,494.065,499.433
2444.1099,534.244,506.252,506.343,507.84,518.787,518.735,516.9,534.077,538.039,495.937,495.427,497.196,497.996,498.682,502.118,499.53,500.661,494.648,496.176,497.312,495.32,498.175,495.453,498.99,503.168,495.753,494.993,495.683,491.527,498.336
2445.1099,532.578,504.671,507.576,508.286,517.783,516.086,513.453,533.379,537.193,497.749,494.869,498.51,499.796,497.409,500.864,498.003,501.273,493.308,496.007,495.838,495.574,499.603,495.086,499.279,502.645,496.94,495.192,496.105,489.889,497.44
2446.1099,535.145,503.115,506.942,505.608,516.639,514.571,511.905,532.967,534.912,498.273,499.505,497.213,500.75,497.971,500.817,499.637,503.319,492.91,496.272,495.972,496.278,499.17,496.2,496.654,499.334,500.04,497.216,496.797,490.819,497.767
2447.1099,536.341,503.152,505.909,504.033,515.957,513.304,513.395,533.04,533.443,497.932,503.16,496.6,500.363,499.127,500.99,501.494,503.871,493.666,496.509,497.188,497.744,498.458,496.373,495.001,496.232,500.798,499.817,497.607,493.377,497.959
2448.1099,532.535,505.233,505.74,506.254,515.964,511.836,517.394,533.382,533.88,497.367,501.523,498.866,498.941,499.658,500.888,500.708,501.495,495.3,496.431,498.475,499.74,498.492,494.337,496.868,495.724,497.115,501.513,498.32,496.244,497.114
2449.1099,528.877,506.49,506.021,508.571,515.983,512.137,519.477,532.909,533.348,496.986,498.896,501.08,498.56,499.462,502.192,499.508,500.026,496.549,496.527,498.416,500.464,497.893,493.004,499.087,497.148,494.49,500.834,498.482,498.071,496.498
2450.1099,529.85,504.977,505.957,507.742,515.497,515.331,516.77,531.142,530.083,497.058,499.058,500.669,500.425,498.871,505.528,500.526,502.29,496.512,497.037,496.524,498.772,495.971,494.547,498.979,499.174,496.848,497.497,497.853,498.318,497.047
2451.1099,533.067,503.494,504.444,505.453,514.994,518.544,513.461,529.999,528.003,497.513,499.486,498.964,502.009,499.02,506.978,501.952,505.033,495.992,496.984,495.511,496.46,495.531,496.524,498.506,499.992,498.995,494.984,496.984,499.039,497.497
2452.1099,535.27,504.609,501.292,504.024,515.005,519.036,513.477,531.011,530.33,498.085,497.751,497.801,501.048,500.53,503.671,501.274,505.01,495.798,495.754,497.367,495.393,498.571,496.563,499.526,498.615,496.299,496.06,496.534,501.56,496.69
2453.1099,535.056,506.462,499.965,504.45,515.48,517.56,514.493,532.474,533.447,498.022,496.49,497.968,499.052,501.505,500.051,499.683,503.543,495.518,494.993,498.999,495.485,501.466,496.003,500.024,497.495,493.041,497.971,496.968,502.542,495.527
2454.1099,532.181,506.893,503.262,506.753,516.164,515.579,513.641,532.43,533.434,496.764,498.201,499.645,497.939,500.15,500.702,499.288,502.57,494.703,496.2,497.445,496.135,500.489,496.466,498.068,498.815,493.928,497.679,498.382,499.157,495.178
2455.1099,529.584,506.952,507.309,508.052,516.507,514.076,512.089,531.136,532.069,495.117,499.557,501.408,497.526,497.689,503.325,499.529,502.042,494.02,497.907,495.536,496.509,497.27,497.004,496.057,500.024,496.371,496.551,499.476,495.61,495.893
2456.1099,530.222,507.969,507.683,505.782,516.039,513.69,511.719,529.443,531.978,494.194,497.014,501.762,497.192,495.935,504.338,498.974,501.484,494.263,498.259,496.61,496,494.625,496.43,496.721,498.306,496.662,496.564,498.969,496.536,497.45
2457.1099,532.684,508.181,506.539,503.116,515.123,513.958,512.377,528.111,532.091,494.772,494.104,501.109,497,495.458,503.272,498.107,501.034,495.319,497.606,498.419,495.494,493.903,495.951,498.371,496.107,495.619,496.605,497.658,498.877,498.492
2458.1099,534.441,505.627,507.235,504.105,514.415,514.23,513.337,527.759,530.637,497.146,495.45,500.266,497.274,496.303,500.785,498.142,500.984,496.709,496.87,497.735,496.014,495.549,497.063,498.409,496.72,495.153,495.096,496.846,498.122,497.704
2459.1099,534.648,503.1,507.745,507.05,514.753,514.808,514.324,528.322,528.728,499.34,498.619,498.877,498.591,497.749,498.315,498.542,501.382,497.505,496.147,496.13,496.543,497.39,498.416,497.23,498.372,495.056,493.569,496.896,495.799,496.196
2460.1099,533.345,504.353,504.914,508.518,516.638,516.127,515.292,529.466,528.294,499.026,499.286,496.418,501.295,498.913,497.356,497.959,502.109,496.86,495.294,496.433,495.732,496.837,498.01,496.158,498,494.579,494.256,497.683,495.162,495.665
2461.1099,532.391,507.47,501.705,507.887,517.736,517.04,516.593,530.738,529.531,497.321,498.195,494.238,503.409,499.795,497.787,496.787,502.535,495.676,494.592,497.792,495.25,495.212,496.709,495.244,496.654,494.702,496.144,498.113,495.853,495.602
2462.1099,533.889,508.564,502.898,505.83,515.164,516.047,518.537,531.695,531.774,496.547,497.936,494.234,502.404,500.704,498.813,496.43,501.976,495.435,494.477,498.045,497.516,495.144,496.36,494.194,496.751,496.781,497.117,496.927,496.187,494.769
2463.1099,535.588,507.472,506.668,503.809,511.504,514.294,519.655,532.342,533.424,496.848,498.422,496.237,499.344,501.407,499.803,497.085,501.113,496.194,495.154,497.253,500.566,496.24,496.855,494.407,497.498,499.188,497.373,494.947,496.341,493.67
2464.1099,533.687,505.831,508.422,503.473,511.387,513.973,517.996,532.891,532.73,497.361,498.35,499.016,496.882,501.452,500.255,498.084,501.124,497.278,496.615,496.534,500.766,496.8,497.197,497.603,496.889,499.183,498.116,493.885,497.268,493.531
2465.1099,530.144,504.941,508.12,504.559,513.282,514.778,515.393,533.37,530.88,497.835,497.436,500.9,495.966,500.819,500.13,499.069,501.524,497.701,497.883,496.669,499.238,496.893,497.104,500.579,496.485,497.481,499.212,494.165,498.634,494.233
2466.1099,529.709,505.739,508.083,505.8,512.686,515.083,515.426,533.714,530.484,498.342,495.999,500.221,496.513,499.768,499.672,499.932,501.025,496.472,497.659,498.114,499.408,497.456,496.725,498.083,499.333,496.553,499.828,495.419,499.399,494.952
2467.1099,532.094,507.222,508.229,506.726,510.673,514.177,517.429,533.936,531.555,498.585,494.738,498.088,497.676,499.009,499.407,500.264,499.862,494.5,497.171,499.759,500.53,498.045,496.458,492.963,502.554,496.797,499.709,496.486,498.747,495.395
2468.1099,533.951,507.342,507.078,507.38,511.514,512.078,518.21,534.073,532.539,498.081,494.539,497.198,498.213,499.402,499.954,499.418,499.166,493.758,498.942,499.682,499.447,497.468,496.796,492.667,500.09,497.304,498.961,495.875,496.174,495.637
2469.1099,534.217,506.555,505.111,507.841,514.333,510.642,517.17,533.837,533.173,496.988,495.671,497.739,498.07,500.108,500.835,497.938,499.04,494.259,501.143,498.376,496.548,496.498,497.397,496.848,494.11,497.541,497.445,494.345,493.414,496.09
2470.1099,533.508,506.986,504.119,508.188,514.786,512.754,515.586,532.753,534.107,495.919,497.879,498.12,498.042,499.214,500.874,497.59,498.863,494.634,499.178,497.962,494.657,497.173,497.358,499.748,492.319,497.285,494.957,494.149,493.566,497.318
2471.1099,532.446,508.277,503.88,508.217,513.013,516.642,514.331,531.148,535.399,495.412,499.815,497.581,498.767,497.389,500.425,499.038,498.568,494.333,494.634,498.45,494.183,498.99,496.528,499.846,495.37,496.722,493.181,495.394,495.835,498.504
2472.1099,531.611,508.15,502.645,507.519,512.702,517.009,513.882,529.979,536.594,495.897,499.389,496.107,500.655,497.273,501.015,501.563,498.542,493.54,493.854,498.172,493.614,499.442,495.388,499.115,498.237,496.336,495.106,496.469,496.412,497.817
2473.1099,531.157,506.822,501.244,506.211,514.495,514.065,514.202,529.542,536.954,497.022,497.242,494.451,502.475,498.648,502.478,503.77,499.026,493.311,496.873,496.808,493.136,497.816,494.762,498.418,498.832,495.95,499.082,496.874,495.01,495.546
2474.1099,530.862,506.735,502.736,504.893,516.19,512.968,514.794,529.511,535.552,497.744,496.434,494.009,501.627,498.741,503.126,503.514,500.099,495.364,498.028,495.293,494.453,495.106,495.711,497.539,497.944,494.829,499.419,497.157,494.563,493.895
2475.1099,530.612,507.661,506.159,504.266,516.689,514.477,515.312,529.372,532.855,497.525,497.456,495.074,498.66,497.4,502.714,500.886,501.428,498.622,496.284,494.078,497.234,492.651,497.901,496.879,497.12,493.557,495.969,497.637,495.943,493.889
2476.1099,530.449,506.648,506.499,505.072,516.15,514.758,515.591,528.495,530.748,496.394,498.136,496.803,497.307,497.194,502.495,499.358,502.282,499.243,495.482,493.079,499.063,492.027,499.577,497.464,498.47,494.011,494.286,498.333,497.799,495.239
2477.1099,531.102,503.711,503.555,506.98,515.238,513.283,515.932,527.773,530.522,495.138,497.934,498.737,498.527,498.646,502.494,500.28,502.487,497.011,496.724,492.642,499.369,493.038,499.539,498.793,500.936,495.715,495.883,498.775,498.969,496.804
2478.1099,534.02,502.346,502.751,508.447,515.106,513.479,517.115,529.788,532.657,495.342,498.301,500.892,499.943,499.823,501.3,501.014,502.524,495.949,497.749,493.594,499.761,493.491,497.341,498.631,499.902,495.512,497.384,497.98,498.654,496.589
2479.1099,538.01,503.694,505.272,508.743,515.946,515.726,518.389,534.561,535.749,496.73,499.323,502.37,499.937,499.83,499.495,500.175,502.574,497.071,497.656,495.575,500.213,493.114,494.135,496.977,495.225,493.403,497.145,496.387,497.046,494.567
2480.1099,538.507,505.635,506.522,508.265,516.685,516.278,517.074,538.723,536.088,496.648,499.239,501.12,498.125,499.281,500.248,499.449,502.392,497.282,497.51,496.7,498.507,494.192,493.014,496.762,492.663,493.566,496.087,496.248,495.565,493.263
2481.1099,534.232,506.758,504.673,507.335,516.305,514.042,513.435,539.563,532.736,495.028,497.912,497.593,495.444,498.868,503.457,499.903,501.903,495.714,497.804,496.654,495.075,496.724,494.701,498.596,494.179,496.508,495.02,497.831,494.993,493.614
2482.1099,528.927,506.978,502.394,506.062,514.027,512.105,512.099,535.683,528.94,495.688,497.686,495.9,494.57,499.244,504.157,500.588,501.315,495.049,498.033,497.484,494.296,497.242,496.35,499.517,495.769,497.153,494.35,498.418,495.08,494.05
2483.1099,526.629,506.895,501.721,505.112,511.213,512.463,514.843,529.695,527.685,499.422,499.056,497.527,496.086,500.634,501.097,500.906,501.06,496.24,497.853,499.325,497.094,495.023,496.413,498.511,495.549,494.107,494.397,497.292,495.545,493.763
2484.1099,531.168,508.023,503.116,506.036,512.567,514.845,518.365,530.352,530.99,501.744,499.288,499.333,497.033,502.567,499.519,501.672,501.881,497.055,497.316,499.006,498.426,494.121,495.839,498.097,495.733,492.502,495.383,497.276,496.188,493.46
2485.1099,541.058,510.064,505.672,508.726,518.292,517.562,519.993,539.091,537.33,500.529,497.483,499.307,496.111,503.739,501.593,503.21,503.632,496.328,496.44,495.808,496.169,496.142,495.473,499.431,497.353,494.522,496.902,499.206,496.654,493.755
2486.1099,545.468,509.383,506.313,510.001,520.122,516.786,518.986,543.446,539.087,498.659,496.503,498.178,495.516,501.504,503.041,503.993,504.547,495.299,495.14,493.888,494.328,497.596,495.58,500.688,498.701,496.104,497.469,499.854,496.31,494.849
2487.1099,539.818,505.196,504.156,508.344,514.921,511.87,515.73,537.528,533.583,497.981,497.668,497.159,496.377,496.18,501.513,503.053,503.708,495.025,493.781,495.237,495.241,496.582,496.117,500.522,498.653,495.243,496.484,497.868,495.374,496.719
2488.1099,533.751,503.005,503.073,506.135,511.382,508.857,512.433,531.224,529.118,497.279,498.509,497.862,497.021,494.201,499.788,501.966,502.198,495.731,493.634,496.598,496.724,495.362,496.555,499.132,497.794,495.262,495.322,496.42,495.8,498.973
2489.1099,533.651,505.598,505.024,505.279,514.438,511.111,510.942,530.827,530.789,495.858,497.638,500.384,496.47,498.425,499.745,501.946,501.22,497.341,495.243,495.885,497.31,495.62,496.685,496.967,496.761,497.922,494.963,497.176,498.257,500.529
2490.1099,535.111,508.198,506.554,505.624,517.749,514.412,511.835,530.694,533.865,494.944,497.011,501.411,495.99,502.305,499.983,501.464,501.728,499.34,497.32,494.918,498.251,496.699,497.127,494.616,495.872,500.207,495.013,497.346,500.154,498.888
2491.1099,534.383,507.538,505.391,506.555,516.659,515.443,514.9,527.13,534.558,495.605,497.755,499.088,496.64,501.29,499.446,499.302,503.734,500.755,498.771,495.378,499.841,497.714,498.083,493.003,495.393,499.992,495.044,495.254,499.546,493.808
2492.1099,532.819,506.467,503.889,506.989,514.256,515.528,518.426,525.021,534.546,497.893,497.899,496.209,498.258,498.732,498.983,497.507,505.045,499.632,499.574,497.341,499.16,497.966,498.475,493.809,495.569,498.876,494.987,493.371,497.11,490.988
2493.1099,531.996,507.147,504.056,506.494,513.443,515.769,520.826,527.67,535.202,500.699,496.251,495.28,500.194,497.807,499.403,498.102,504.157,495.597,499.726,500.102,494.974,497.228,497.703,497.289,496.456,498.327,494.812,493.506,494.127,493.917
2494.1099,532.039,507.431,505.106,506.585,513.508,514.804,521.473,530.646,534.863,500.186,494.966,496.147,500.982,498.044,500.652,499.92,502.328,492.942,498.859,501.512,491.905,496.455,496.972,499.538,497.609,497.952,494.455,494.002,492.448,497.738
2495.1099,532.651,505.601,505.948,508.036,513.336,511.894,520.137,530.187,532.412,494.766,495.716,497.945,499.842,498.552,502.345,501.184,501.039,494.597,497.064,500.278,493.275,496.542,497.116,497.956,498.482,497.346,494.084,493.541,493.287,498.101
2496.1099,532.996,503.395,505.967,508.437,512.412,509.412,517.287,528.41,529.889,490.96,497.064,499.011,498.445,499.025,503.541,501.083,501.051,497.094,495.991,498.414,495.582,497.594,496.951,495.947,498.46,496.998,494.576,493.551,495.669,496.376
2497.1099,532.458,502.601,504.915,506.138,510.787,509.425,513.802,527.671,529.153,493.83,497.4,498.255,498.181,499.322,503.639,499.55,502.447,497.21,496.794,497.752,495.498,499.022,495.676,496.64,497.365,497.261,496.371,495.049,498.209,494.668
2498.1099,531.471,503.024,503.46,503.974,510.007,511.057,511.466,527.493,529.515,498.603,496.454,496.972,497.98,499.505,503.504,498.884,503.507,496.491,498.024,497.485,494.48,498.428,495.01,498.55,496.493,497.499,498.03,495.995,499.507,494.003
2499.1099,530.458,504.048,502.424,504.584,511.222,512.857,511.583,527.131,529.932,500.022,494.595,496.627,496.858,499.619,503.755,501.339,502.825,496.729,498.173,496.688,494.398,494.594,496.414,499.725,496.945,497.063,498.165,494.884,498.652,494.723
2500.1099,529.007,504.997,502.497,506.494,512.995,513.501,512.995,526.999,530.001,498.509,493.5,497.495,496.001,499.501,503.007,504.668,501.504,497.001,497.503,496.001,494.997,492,498.494,500,497.996,496.005,497.006,494.495,496.509,495.499
2501.1099,526.962,505.381,503.83,507.596,513.781,512.358,514.191,527.568,529.582,495.959,494.515,499.281,496.551,499.098,500.272,505.527,500.95,496.324,496.575,496.116,495.685,494.474,499.578,499.585,498.652,494.853,495.254,497.227,494.297,495.131
2502.1099,525.988,505.495,504.518,507.056,513.992,511.491,514.51,528.469,529.017,494.972,496.438,500.49,497.48,498.989,498.029,503.582,501.462,495.983,495.538,496.492,496.468,497.935,499.52,498.548,498.522,495.421,494.019,499.959,493.017,494.509
2503.1099,527.407,505.675,502.941,504.945,514.32,512.696,513.775,529.239,528.675,497.218,497.759,499.92,497.494,499.662,498.682,499.926,502.847,497.265,494.572,496.445,497.286,497.898,498.58,497.022,497.557,498.752,494.268,499.493,493.303,494.674
2504.1099,528.97,505.535,501.063,503.944,514.506,513.544,513.018,529.949,528.509,499.463,498.465,499.018,496.585,500.466,500.419,497.503,503.969,498.924,494.455,496.034,497.082,496.98,497.108,495.576,496.544,501.014,495.858,498.482,494.423,494.999
2505.1099,528.326,504.672,501.235,506.386,514.159,511.582,513.227,530.702,528.45,498.391,498.839,499.316,495.321,500.647,500.803,499.294,503.744,499.35,495.726,495.509,495.213,498.552,495.581,494.722,496.378,498.595,498.136,499.938,495.355,494.747
2506.1099,527.471,503.588,502.827,509.353,513.554,509.959,513.521,531.017,528.908,496.974,498.577,499.14,495.354,500.507,500.088,502.581,502.622,498.612,496.958,495.038,494.386,500.026,494.969,494.076,497.343,495.584,499.489,500.659,495.538,494.906
2507.1099,528.877,503.006,504.356,509.227,513.207,512.225,512.905,530.394,530.247,498.897,497.445,496.63,497.892,500.494,499.276,502.681,501.437,497.351,496.591,494.728,497.218,498.079,496.009,493.167,499.218,496.908,498.441,496.963,494.727,496.505
2508.1099,530.467,503.369,504.614,507.24,513.816,514.921,512.851,529.167,531.831,501.392,496.524,494.127,499.986,500.115,498.977,500.499,500.574,496.521,495.583,494.524,500.352,495.206,497.399,492.52,500.087,499.398,495.854,492.746,493.612,497.952
2509.1099,529.479,504.706,502.958,505.836,515.709,513.456,514.978,527.922,532.728,500.492,496.985,494.665,498.333,498.823,499.562,499.38,500.197,496.887,495.475,494.359,499.523,495.022,497.416,492.907,498.159,498.337,493.386,493.104,493.084,497.347
2510.1099,528.019,505.169,501.506,505.103,516.645,510.313,516.95,527.073,532.239,497.834,497.92,497.118,495.682,497.588,500.784,499.184,500.034,497.488,496.316,494.444,496.808,496.347,495.859,494.611,495.691,495.75,492.805,495.341,493.38,496.087
2511.1099,529.245,502.923,502.68,504.445,514.317,509.813,515.797,526.916,530.086,496.602,497.914,499.147,496.047,497.646,502.108,498.095,499.74,497.067,497.537,495.018,495.936,496.634,493.287,497.454,495.725,495.465,495.352,494.943,494.473,496.179
2512.1099,531.683,500.591,504.421,504.375,511.994,511.599,513.667,527.369,528.125,496.877,497.156,500.343,497.466,498.393,502.59,496.692,499.505,496.489,498.074,495.852,496.43,495.731,491.544,499.442,496.904,497.139,498.625,493.901,496.152,495.859
2513.1099,532.429,501.741,503.608,505.611,514.023,513.555,513.992,528.144,528.54,497.6,496.502,500.944,496.384,498.676,501.44,496.8,499.651,497.184,496.897,496.561,496.465,494.503,492.536,498.403,496.616,498.853,499.321,495.924,498.068,492.659
2514.1099,531.356,504.234,502.054,507.253,516.92,514.161,515.051,528.545,529.881,498.352,497.098,500.36,494.587,498.533,500.087,498.348,499.957,498.697,494.534,496.963,496.404,494.278,495.028,495.91,495.602,499.208,497.882,498.753,499.394,489.616
